zip,primary_city,acceptable_cities,state,county
46312,East Chicago,,IN,Lake County
46319,Griffith,,IN,Lake County
46320,Hammond,,IN,Lake County
46321,Munster,Hammond,IN,Lake County
46322,Highland,Hammond,IN,Lake County
46323,Hammond,,IN,Lake County
46324,Hammond,,IN,Lake County
46325,Hammond,,IN,Lake County
46327,Hammond,,IN,Lake County
46340,Hanna,,IN,LaPorte County
46341,Hebron,,IN,Porter County
46342,Hobart,New Chicago,IN,Lake County
46345,Kingsbury,,IN,LaPorte County
46346,Kingsford Heights,Kingsford Hts,IN,LaPorte County
46347,Kouts,,IN,Porter County
46348,La Crosse,,IN,LaPorte County
46349,Lake Village,,IN,Newton County
46350,La Porte,Laporte,IN,LaPorte County
46352,La Porte,,IN,La Porte County
46355,Leroy,,IN,Lake County
46356,Lowell,,IN,Lake County
46360,Michigan City,"Long Beach, Michiana Shores, Michiana Shrs, Pines, Potawatami Pk, Pottawattamie Park, Town Of Pines, Trail Creek",IN,LaPorte County
46361,Michigan City,,IN,La Porte County
46365,Mill Creek,,IN,LaPorte County
46366,North Judson,,IN,Starke County
46368,Portage,Ogden Dunes,IN,Porter County
46371,Rolling Prairie,Rolling Pr,IN,LaPorte County
46372,Roselawn,,IN,Newton County
46373,Saint John,,IN,Lake County
46374,San Pierre,,IN,Starke County
46375,Schererville,,IN,Lake County
46376,Schneider,,IN,Lake County
46377,Shelby,,IN,Lake County
46379,Sumava Resorts,Sumava Rsts,IN,Newton County
46380,Tefft,Wheatfield,IN,Jasper County
46381,Thayer,,IN,Newton County
46382,Union Mills,,IN,LaPorte County
46383,Valparaiso,,IN,Porter County
46384,Valparaiso,Valpo,IN,Porter County
46385,Valparaiso,Valpo,IN,Porter County
46390,Wanatah,,IN,LaPorte County
46391,Westville,Otis,IN,LaPorte County
46392,Wheatfield,,IN,Jasper County
46393,Wheeler,,IN,Porter County
46394,Whiting,,IN,Lake County
46401,Gary,,IN,Lake County
46402,Gary,,IN,Lake County
46403,Gary,,IN,Lake County
46404,Gary,,IN,Lake County
46405,Lake Station,Gary,IN,Lake County
46406,Gary,,IN,Lake County
46407,Gary,,IN,Lake County
46408,Gary,,IN,Lake County
46409,Gary,,IN,Lake County
46410,Merrillville,Gary,IN,Lake County
46411,Merrillville,Gary,IN,Lake County
46501,Argos,,IN,Marshall County
46502,Atwood,,IN,Kosciusko County
46504,Bourbon,,IN,Marshall County
46506,Bremen,,IN,Marshall County
46507,Bristol,,IN,Elkhart County
46508,Burket,,IN,Kosciusko County
46510,Claypool,,IN,Kosciusko County
46511,Culver,Burr Oak,IN,Marshall County
46513,Donaldson,,IN,Marshall County
46514,Elkhart,,IN,Elkhart County
46515,Elkhart,,IN,Elkhart County
46516,Elkhart,,IN,Elkhart County
46517,Elkhart,,IN,Elkhart County
46524,Etna Green,,IN,Kosciusko County
46526,Goshen,Foraker,IN,Elkhart County
46527,Goshen,,IN,Elkhart County
46528,Goshen,,IN,Elkhart County
46530,Granger,,IN,St. Joseph County
46531,Grovertown,,IN,Starke County
46532,Hamlet,,IN,Starke County
46534,Knox,Ober,IN,Starke County
46536,Lakeville,,IN,St. Joseph County
46537,Lapaz,La Paz,IN,Marshall County
46538,Leesburg,,IN,Kosciusko County
46539,Mentone,,IN,Kosciusko County
46540,Middlebury,,IN,Elkhart County
46542,Milford,,IN,Kosciusko County
46543,Millersburg,,IN,Elkhart County
46544,Mishawaka,,IN,St. Joseph County
46545,Mishawaka,,IN,St. Joseph County
46546,Mishawaka,,IN,St. Joseph County
46550,Nappanee,,IN,Elkhart County
46552,New Carlisle,,IN,St. Joseph County
46553,New Paris,,IN,Elkhart County
46554,North Liberty,,IN,St. Joseph County
46555,North Webster,,IN,Kosciusko County
46556,Notre Dame,,IN,St. Joseph County
46561,Osceola,,IN,St. Joseph County
46562,Pierceton,Sidney,IN,Kosciusko County
46563,Plymouth,Inwood,IN,Marshall County
46565,Shipshewana,,IN,LaGrange County
46567,Syracuse,,IN,Kosciusko County
46570,Tippecanoe,,IN,Marshall County
46571,Topeka,,IN,LaGrange County
46572,Tyner,,IN,Marshall County
46573,Wakarusa,,IN,Elkhart County
46574,Walkerton,,IN,St. Joseph County
46580,Warsaw,,IN,Kosciusko County
46581,Warsaw,,IN,Kosciusko County
46582,Warsaw,,IN,Kosciusko County
46590,Winona Lake,,IN,Kosciusko County
46595,Wyatt,,IN,St. Joseph County
46601,South Bend,,IN,St. Joseph County
46604,South Bend,,IN,St. Joseph County
46613,South Bend,,IN,St. Joseph County
46614,South Bend,,IN,St. Joseph County
46615,South Bend,,IN,St. Joseph County
46616,South Bend,,IN,St. Joseph County
46617,South Bend,,IN,St. Joseph County
46619,South Bend,,IN,St. Joseph County
46620,South Bend,,IN,St. Joseph County
46624,South Bend,,IN,St. Joseph County
46626,South Bend,,IN,St. Joseph County
46628,South Bend,,IN,St. Joseph County
46634,South Bend,,IN,St. Joseph County
46635,South Bend,,IN,St. Joseph County
46637,South Bend,Roseland,IN,St. Joseph County
46660,South Bend,,IN,St. Joseph County
46680,South Bend,,IN,St. Joseph County
46699,South Bend,,IN,St. Joseph County
46701,Albion,,IN,Noble County
46702,Andrews,,IN,Huntington County
46703,Angola,,IN,Steuben County
46704,Arcola,,IN,Allen County
46705,Ashley,,IN,DeKalb County
46706,Auburn,,IN,DeKalb County
46710,Avilla,,IN,Noble County
46711,Berne,Linn Grove,IN,Adams County
46713,Bippus,,IN,Huntington County
46714,Bluffton,,IN,Wells County
46721,Butler,,IN,DeKalb County
46723,Churubusco,,IN,Whitley County
46725,Columbia City,,IN,Whitley County
46730,Corunna,,IN,DeKalb County
46731,Craigville,,IN,Wells County
46732,Cromwell,,IN,Noble County
46733,Decatur,,IN,Adams County
46737,Fremont,,IN,Steuben County
46738,Garrett,,IN,DeKalb County
46740,Geneva,,IN,Adams County
46741,Grabill,,IN,Allen County
46742,Hamilton,,IN,Steuben County
46743,Harlan,,IN,Allen County
46745,Hoagland,,IN,Allen County
46746,Howe,,IN,LaGrange County
46747,Hudson,Helmer,IN,Steuben County
46748,Huntertown,,IN,Allen County
46750,Huntington,,IN,Huntington County
46755,Kendallville,,IN,Noble County
46759,Keystone,,IN,Wells County
46760,Kimmell,,IN,Noble County
46761,Lagrange,,IN,LaGrange County
46763,Laotto,,IN,Noble County
46764,Larwill,,IN,Whitley County
46765,Leo,"Leo Cedarville, Leo Cedarvle",IN,Allen County
46766,Liberty Center,Liberty Ctr,IN,Wells County
46767,Ligonier,,IN,Noble County
46769,Linn Grove,Berne,IN,Adams County
46770,Markle,,IN,Wells County
46771,Mongo,,IN,LaGrange County
46772,Monroe,,IN,Adams County
46773,Monroeville,Monroevl,IN,Allen County
46774,New Haven,,IN,Allen County
46776,Orland,,IN,Steuben County
46777,Ossian,,IN,Wells County
46778,Petroleum,,IN,Wells County
46779,Pleasant Lake,,IN,Steuben County
46780,Pleasant Mills,Pleasant Mls,IN,Adams County
46781,Poneto,,IN,Wells County
46782,Preble,,IN,Adams County
46783,Roanoke,,IN,Huntington County
46784,Rome City,,IN,Noble County
46785,Saint Joe,,IN,DeKalb County
46786,South Milford,,IN,LaGrange County
46787,South Whitley,,IN,Whitley County
46788,Spencerville,,IN,Allen County
46789,Stroh,,IN,Lagrange County
46791,Uniondale,,IN,Wells County
46792,Warren,,IN,Huntington County
46793,Waterloo,,IN,DeKalb County
46794,Wawaka,Brimfield,IN,Noble County
46795,Wolcottville,,IN,LaGrange County
46796,Wolflake,,IN,Noble County
46797,Woodburn,,IN,Allen County
46798,Yoder,,IN,Allen County
46799,Zanesville,,IN,Wells County
46801,Fort Wayne,,IN,Allen County
46802,Fort Wayne,,IN,Allen County
46803,Fort Wayne,,IN,Allen County
46804,Fort Wayne,,IN,Allen County
46805,Fort Wayne,,IN,Allen County
46806,Fort Wayne,,IN,Allen County
46807,Fort Wayne,,IN,Allen County
46808,Fort Wayne,,IN,Allen County
46809,Fort Wayne,,IN,Allen County
46814,Fort Wayne,,IN,Allen County
46815,Fort Wayne,,IN,Allen County
46816,Fort Wayne,,IN,Allen County
46818,Fort Wayne,,IN,Allen County
46819,Fort Wayne,,IN,Allen County
46825,Fort Wayne,,IN,Allen County
46835,Fort Wayne,,IN,Allen County
46845,Fort Wayne,,IN,Allen County
46850,Fort Wayne,,IN,Allen County
46851,Fort Wayne,,IN,Allen County
46852,Fort Wayne,,IN,Allen County
46853,Fort Wayne,,IN,Allen County
46854,Fort Wayne,,IN,Allen County
46855,Fort Wayne,,IN,Allen County
46856,Fort Wayne,,IN,Allen County
46857,Fort Wayne,,IN,Allen County
46858,Fort Wayne,,IN,Allen County
46859,Fort Wayne,,IN,Allen County
46860,Fort Wayne,,IN,Allen County
46861,Fort Wayne,,IN,Allen County
46862,Fort Wayne,,IN,Allen County
46863,Fort Wayne,,IN,Allen County
46864,Fort Wayne,,IN,Allen County
46865,Fort Wayne,,IN,Allen County
46866,Fort Wayne,,IN,Allen County
46867,Fort Wayne,,IN,Allen County
46868,Fort Wayne,,IN,Allen County
46869,Fort Wayne,,IN,Allen County
46885,Fort Wayne,,IN,Allen County
46895,Fort Wayne,,IN,Allen County
46896,Fort Wayne,,IN,Allen County
46897,Fort Wayne,,IN,Allen County
46898,Fort Wayne,,IN,Allen County
46899,Fort Wayne,,IN,Allen County
46901,Kokomo,,IN,Howard County
46902,Kokomo,,IN,Howard County
46903,Kokomo,,IN,Howard County
46904,Kokomo,,IN,Howard County
46910,Akron,,IN,Fulton County
46911,Amboy,,IN,Miami County
46912,Athens,,IN,Fulton County
46913,Bringhurst,,IN,Carroll County
46914,Bunker Hill,,IN,Miami County
46915,Burlington,,IN,Carroll County
46916,Burrows,,IN,Carroll County
46917,Camden,,IN,Carroll County
46919,Converse,,IN,Miami County
46920,Cutler,,IN,Carroll County
46921,Deedsville,,IN,Miami County
46922,Delong,,IN,Fulton County
46923,Delphi,,IN,Carroll County
46926,Denver,Chili,IN,Miami County
46928,Fairmount,,IN,Grant County
46929,Flora,,IN,Carroll County
46930,Fowlerton,,IN,Grant County
46931,Fulton,,IN,Fulton County
46932,Galveston,,IN,Cass County
46933,Gas City,,IN,Grant County
46935,Grass Creek,Kewanna,IN,Fulton County
46936,Greentown,,IN,Howard County
46937,Hemlock,,IN,Howard County
46938,Jonesboro,,IN,Grant County
46939,Kewanna,,IN,Fulton County
46940,La Fontaine,,IN,Wabash County
46941,Lagro,,IN,Wabash County
46942,Lake Cicott,,IN,Cass County
46943,Laketon,,IN,Wabash County
46945,Leiters Ford,,IN,Fulton County
46946,Liberty Mills,,IN,Wabash County
46947,Logansport,,IN,Cass County
46950,Lucerne,,IN,Cass County
46951,Macy,,IN,Miami County
46952,Marion,,IN,Grant County
46953,Marion,,IN,Grant County
46957,Matthews,,IN,Grant County
46958,Mexico,,IN,Miami County
46959,Miami,,IN,Miami County
46960,Monterey,,IN,Pulaski County
46961,New Waverly,,IN,Cass County
46962,North Manchester,N Manchester,IN,Wabash County
46965,Oakford,,IN,Howard County
46967,Onward,,IN,Cass County
46968,Ora,,IN,Starke County
46970,Peru,,IN,Miami County
46971,Grissom Arb,"Grissom Air Reserve Base, Peru",IN,Miami County
46974,Roann,,IN,Wabash County
46975,Rochester,,IN,Fulton County
46977,Rockfield,,IN,Carroll County
46978,Royal Center,,IN,Cass County
46979,Russiaville,,IN,Howard County
46980,Servia,,IN,Wabash County
46982,Silver Lake,,IN,Kosciusko County
46984,Somerset,,IN,Wabash County
46985,Star City,,IN,Pulaski County
46986,Swayzee,Sims,IN,Grant County
46987,Sweetser,,IN,Grant County
46988,Twelve Mile,,IN,Cass County
46989,Upland,,IN,Grant County
46990,Urbana,,IN,Wabash County
46991,Van Buren,,IN,Grant County
46992,Wabash,,IN,Wabash County
46994,Walton,,IN,Cass County
46995,West Middleton,W Middleton,IN,Howard County
46996,Winamac,Denham,IN,Pulaski County
46998,Young America,,IN,Cass County
47001,Aurora,,IN,Dearborn County
47003,West College Corner,W College Cnr,IN,Union County
47006,Batesville,,IN,Ripley County
47010,Bath,,IN,Franklin County
47011,Bennington,,IN,Switzerland County
47012,Brookville,Saint Leon,IN,Franklin County
47016,Cedar Grove,,IN,Franklin County
47017,Cross Plains,,IN,Ripley County
47018,Dillsboro,,IN,Dearborn County
47019,East Enterprise,E Enterprise,IN,Switzerland County
47020,Florence,,IN,Switzerland County
47021,Friendship,,IN,Ripley County
47022,Guilford,,IN,Dearborn County
47023,Holton,,IN,Ripley County
47024,Laurel,,IN,Franklin County
47025,Lawrenceburg,Greendale,IN,Dearborn County
47030,Metamora,,IN,Franklin County
47031,Milan,,IN,Ripley County
47032,Moores Hill,,IN,Dearborn County
47033,Morris,,IN,Ripley County
47034,Napoleon,,IN,Ripley County
47035,New Trenton,,IN,Franklin County
47036,Oldenburg,,IN,Franklin County
47037,Osgood,,IN,Ripley County
47038,Patriot,,IN,Switzerland County
47039,Pierceville,,IN,Ripley County
47040,Rising Sun,,IN,Ohio County
47041,Sunman,,IN,Ripley County
47042,Versailles,,IN,Ripley County
47043,Vevay,,IN,Switzerland County
47060,West Harrison,,IN,Dearborn County
47102,Austin,,IN,Scott County
47104,Bethlehem,,IN,Clark County
47106,Borden,Starlight,IN,Clark County
47107,Bradford,,IN,Harrison County
47108,Campbellsburg,Livonia,IN,Washington County
47110,Central,New Amsterdam,IN,Harrison County
47111,Charlestown,,IN,Clark County
47112,Corydon,,IN,Harrison County
47114,Crandall,,IN,Harrison County
47115,Depauw,,IN,Harrison County
47116,Eckerty,,IN,Crawford County
47117,Elizabeth,Rosewood,IN,Harrison County
47118,English,Sulphur,IN,Crawford County
47119,Floyds Knobs,"Galena, Navilleton",IN,Floyd County
47120,Fredericksburg,Fredericksbrg,IN,Washington County
47122,Georgetown,,IN,Floyd County
47123,Grantsburg,,IN,Crawford County
47124,Greenville,,IN,Floyd County
47125,Hardinsburg,"Rego, Valeene",IN,Washington County
47126,Henryville,,IN,Clark County
47129,Clarksville,"Jeffersonville, Jeffersonvlle",IN,Clark County
47130,Jeffersonville,"Jeff, Jeffersonvlle, Utica, Watson",IN,Clark County
47131,Jeffersonville,"Clarksville, Jeffersonvlle",IN,Clark County
47132,Jeffersonville,Jeffersonvlle,IN,Clark County
47133,Jeffersonville,Jeffersonvlle,IN,Clark County
47134,Jeffersonville,Jeffersonvlle,IN,Clark County
47135,Laconia,,IN,Harrison County
47136,Lanesville,,IN,Floyd County
47137,Leavenworth,"Alton, Carefree, Fredonia",IN,Crawford County
47138,Lexington,Blocher,IN,Scott County
47139,Little York,,IN,Washington County
47140,Marengo,Hogtown,IN,Crawford County
47141,Marysville,,IN,Clark County
47142,Mauckport,,IN,Harrison County
47143,Memphis,,IN,Clark County
47144,Jeffersonville,Jeffersonvlle,IN,Clark County
47145,Milltown,,IN,Crawford County
47146,Mount Saint Francis,Mt St Francis,IN,Floyd County
47147,Nabb,,IN,Clark County
47150,New Albany,,IN,Floyd County
47151,New Albany,,IN,Floyd County
47160,New Middletown,New Middletwn,IN,Harrison County
47161,New Salisbury,,IN,Harrison County
47162,New Washington,New Washingtn,IN,Clark County
47163,Otisco,,IN,Clark County
47164,Palmyra,,IN,Harrison County
47165,Pekin,,IN,Washington County
47166,Ramsey,,IN,Harrison County
47167,Salem,,IN,Washington County
47170,Scottsburg,Little York,IN,Scott County
47172,Sellersburg,Speed,IN,Clark County
47174,Sulphur,,IN,Crawford County
47175,Taswell,,IN,Crawford County
47177,Underwood,,IN,Scott County
47190,Jeffersonville,Jeffersonvlle,IN,Clark County
47199,Jeffersonville,Jeffersonvlle,IN,Clark County
47201,Columbus,,IN,Bartholomew County
47202,Columbus,,IN,Bartholomew County
47203,Columbus,,IN,Bartholomew County
47220,Brownstown,,IN,Jackson County
47223,Butlerville,"Muscatatuck, Nebraska",IN,Jennings County
47224,Canaan,,IN,Switzerland County
47225,Clarksburg,,IN,Decatur County
47226,Clifford,,IN,Bartholomew County
47227,Commiskey,,IN,Jennings County
47228,Cortland,,IN,Jackson County
47229,Crothersville,,IN,Jackson County
47230,Deputy,,IN,Jefferson County
47231,Dupont,,IN,Jefferson County
47232,Elizabethtown,,IN,Bartholomew County
47234,Flat Rock,,IN,Shelby County
47235,Freetown,,IN,Jackson County
47236,Grammer,Elizabethtown,IN,Bartholomew County
47240,Greensburg,Burney,IN,Decatur County
47243,Hanover,,IN,Jefferson County
47244,Hartsville,,IN,Bartholomew County
47245,Hayden,,IN,Jennings County
47246,Hope,,IN,Bartholomew County
47247,Jonesville,,IN,Bartholomew County
47249,Kurtz,Freetown,IN,Jackson County
47250,Madison,Brooksburg,IN,Jefferson County
47260,Medora,,IN,Jackson County
47261,Millhousen,,IN,Ripley County
47263,New Point,,IN,Decatur County
47264,Norman,,IN,Jackson County
47265,North Vernon,,IN,Jennings County
47270,Paris Crossing,Paris Xing,IN,Jennings County
47272,Saint Paul,,IN,Decatur County
47273,Scipio,,IN,Jennings County
47274,Seymour,,IN,Jackson County
47280,Taylorsville,,IN,Bartholomew County
47281,Vallonia,,IN,Jackson County
47282,Vernon,,IN,Jennings County
47283,Westport,,IN,Decatur County
47302,Muncie,,IN,Delaware County
47303,Muncie,,IN,Delaware County
47304,Muncie,,IN,Delaware County
47305,Muncie,,IN,Delaware County
47306,Muncie,,IN,Delaware County
47307,Muncie,,IN,Delaware County
47308,Muncie,,IN,Delaware County
47320,Albany,,IN,Delaware County
47322,Bentonville,,IN,Fayette County
47324,Boston,,IN,Wayne County
47325,Brownsville,,IN,Union County
47326,Bryant,,IN,Jay County
47327,Cambridge City,Cambridge Cty,IN,Wayne County
47330,Centerville,,IN,Wayne County
47331,Connersville,,IN,Fayette County
47334,Daleville,,IN,Delaware County
47335,Dublin,,IN,Wayne County
47336,Dunkirk,,IN,Jay County
47337,Dunreith,,IN,Henry County
47338,Eaton,,IN,Delaware County
47339,Economy,,IN,Wayne County
47340,Farmland,,IN,Randolph County
47341,Fountain City,,IN,Wayne County
47342,Gaston,,IN,Delaware County
47344,Greensboro,,IN,Henry County
47345,Greens Fork,,IN,Wayne County
47346,Hagerstown,,IN,Wayne County
47348,Hartford City,,IN,Blackford County
47351,Kennard,,IN,Henry County
47352,Lewisville,,IN,Henry County
47353,Liberty,,IN,Union County
47354,Losantville,,IN,Randolph County
47355,Lynn,,IN,Randolph County
47356,Middletown,,IN,Henry County
47357,Milton,,IN,Wayne County
47358,Modoc,,IN,Randolph County
47359,Montpelier,,IN,Blackford County
47360,Mooreland,,IN,Henry County
47361,Mount Summit,,IN,Henry County
47362,New Castle,,IN,Henry County
47366,New Lisbon,,IN,Henry County
47367,Oakville,,IN,Delaware County
47368,Parker City,Parker,IN,Randolph County
47369,Pennville,,IN,Jay County
47370,Pershing,"E Germantown, East Germantown",IN,Wayne County
47371,Portland,,IN,Jay County
47373,Redkey,,IN,Jay County
47374,Richmond,,IN,Wayne County
47375,Richmond,,IN,Wayne County
47380,Ridgeville,,IN,Randolph County
47381,Salamonia,,IN,Jay County
47382,Saratoga,,IN,Randolph County
47383,Selma,,IN,Delaware County
47384,Shirley,,IN,Henry County
47385,Spiceland,,IN,Henry County
47386,Springport,,IN,Henry County
47387,Straughn,,IN,Henry County
47388,Sulphur Springs,Sulphur Spgs,IN,Henry County
47390,Union City,,IN,Randolph County
47392,Webster,,IN,Wayne County
47393,Williamsburg,,IN,Wayne County
47394,Winchester,,IN,Randolph County
47396,Yorktown,,IN,Delaware County
47401,Bloomington,,IN,Monroe County
47402,Bloomington,,IN,Monroe County
47403,Bloomington,,IN,Monroe County
47404,Bloomington,,IN,Monroe County
47405,Bloomington,,IN,Monroe County
47406,Bloomington,,IN,Monroe County
47407,Bloomington,,IN,Monroe County
47408,Bloomington,Woodbridge,IN,Monroe County
47420,Avoca,,IN,Lawrence County
47421,Bedford,Fort Ritner,IN,Lawrence County
47424,Bloomfield,,IN,Greene County
47426,Clear Creek,,IN,Monroe County
47427,Coal City,,IN,Owen County
47429,Ellettsville,,IN,Monroe County
47430,Fort Ritner,,IN,Lawrence County
47431,Freedom,,IN,Owen County
47432,French Lick,,IN,Orange County
47433,Gosport,,IN,Owen County
47434,Harrodsburg,,IN,Monroe County
47435,Helmsburg,,IN,Brown County
47436,Heltonville,,IN,Lawrence County
47437,Huron,,IN,Lawrence County
47438,Jasonville,,IN,Greene County
47439,Koleen,,IN,Greene County
47441,Linton,,IN,Greene County
47443,Lyons,,IN,Greene County
47445,Midland,,IN,Greene County
47446,Mitchell,,IN,Lawrence County
47448,Nashville,,IN,Brown County
47449,Newberry,,IN,Greene County
47451,Oolitic,,IN,Lawrence County
47452,Orleans,,IN,Orange County
47453,Owensburg,,IN,Greene County
